actor,gross,budget,num
Chadwick Boseman,154346428,9.5e+07,3
T.R. Knight,95001343,4e+07,1
Tiger Hu Chen,61054,2.5e+07,1
Karen Mok,61054,2.5e+07,1
Lawrence Michael Levine,0,0,0
Kelsy Abbott,0,0,0
Adrian Grenier,32361416,3e+07,1
Scott Mescudi,0,0,0
Mckenna Grace,0,0,0
Barbara Ann Davison,0,0,0
Cecilia Gault,0,0,0
Richmond Shepard,0,0,0
Frantz Turner,0,0,0
John Gallagher Jr.,0,0,0
Ashleigh Craig,0,0,0
Cody Hamilton,0,0,0
Lucas Till,0,0,0
Mads Mikkelsen,0,0,0
Frank Mosley,415067,50000,1
Jake Brennan,17411930,3500000,1
Skylan Brooks,0,0,0
Ethan Dizon,0,0,0
Nat Wolff,174863126,3.7e+07,3
Jim Adams,0,0,0
Ernie Alexander,0,0,0
Kenny Alexander,0,0,0
Mackenzie Davis,0,0,0
Maiara Walsh,0,0,0
Brant Daugherty,0,0,0
Cody Christian,0,0,0
Luke Vanek,22525921,3e+07,1
Jackson Nicoll,101978840,1.5e+07,1
Greg Harris,101978840,1.5e+07,1
Daniel Zovatto,0,0,0
Bonnie Dennison,0,0,0
Chris Conroy,0,0,0
Dave Duffus,0,0,0
Samantha Berg,0,0,0
Christian Pitre,0,0,0
Lord Montagu of Beaulieu,0,0,0
Prince Michael of Kent,0,0,0
Scott Marlowe,18172,250000,1
Matthew Risch,18172,250000,1
Evan Boomer,18172,250000,1
Max Rhyser,0,0,0
Rachel Claire,0,0,0
Ismael Cruz Cordova,0,0,0
Kim Coates,0,0,0
Joaquim de Almeida,0,0,0
Rusty Joiner,0,0,0
Masiela Lusha,0,0,0
Wesley John,0,0,0
Melissa Benoist,13092000,3300000,1
Ellar Coltrane,25359200,4e+06,1
Ryan Potter,444975422,3.3e+08,2
Scott Adsit,444975422,3.3e+08,2
Aaron Swartz,0,0,0
Tim Berners-Lee,0,0,0
Cindy Cohn,0,0,0
Edward Snowden,0,0,0
Glenn Greenwald,0,0,0
William Binney,0,0,0
Ansel Elgort,255786978,1.54e+08,4
Michael Stahl-David,0,0,0
Ted Olson,0,0,0
Christopher D. Dusseault,0,0,0
Jeffrey J. Zarrillo,0,0,0
Gaby Hoffmann,75755918,3e+07,2
Bérénice Marlohe,0,0,0
Steven Yeun,0,0,0
Astrid Bergès-Frisbey,0,0,0
Nicola Peltz,245428137,2.1e+08,1
Jack Reynor,245428137,2.1e+08,1
John Lithgow,0,0,0
Roger Ebert,809724,153875,1
Chaz Ebert,809724,153875,1
Gene Siskel,809724,153875,1
André Penvern,0,0,0
Martin Aleksa,0,0,0
Nima Arkani-Hamed,0,0,0
Savas Dimopoulos,0,0,0
Chris Miller,83348920,1.32e+08,1
Christopher Knights,83348920,1.32e+08,1
Kaya Scodelario,184101193,9.5e+07,2
Will Poulter,102413606,3.4e+07,1
Suzy Amis,0,0,0
Frank Lotito,0,0,0
Michelle Hendley,0,0,0
Alexandra Turshen,0,0,0
Jack O'Connell,115603980,6.5e+07,1
Domhnall Gleeson,115603980,6.5e+07,1
Om Puri,54235441,2.2e+07,1
Manish Dayal,54235441,2.2e+07,1
Alfie Allen,85993972,4e+07,2
Max Charles,111505642,1.45e+08,1
Theo James,280828020,1.95e+08,2
Carl Apfel,0,0,0
Harold Koda,0,0,0
Dries Van Noten,0,0,0
Noël Burch,0,0,0
Lucinda Childs,0,0,0
John Lloyd Young,47034272,4e+07,1
Erich Bergen,47034272,4e+07,1
Michael Lomenda,47034272,4e+07,1
Seymour Bernstein,0,0,0
Jiyang Chen,0,0,0
Paul Haggis,0,0,0
Spanky Taylor,0,0,0
Peyman Moaadi,9837,1e+06,1
Lane Garrison,9837,1e+06,1
Arnold Oceng,2716989,2e+07,1
Ger Duany,2716989,2e+07,1
Karen Gillan,27689474,5e+06,1
Brenton Thwaites,27689474,5e+06,1
Joel Kinnaman,85049258,1.5e+08,2
Viacheslav Fetisov,0,0,0
Scotty Bowman,0,0,0
Mark Deakins,0,0,0
Luke Bracey,80518373,1.46e+08,3
Ben Feldman,21197315,5e+06,1
Edwin Hodge,21197315,5e+06,1
Nadia Hilker,0,0,0
Francesco Carnelutti,0,0,0
Amy Landecker,44662056,2.4e+07,2
Sofia Black-D'Elia,44662056,2.4e+07,2
Virginia Gardner,44662056,2.4e+07,2
Kaitlyn Dever,922324,3.2e+07,2
George Finn,0,0,0
Dan Stevens,26299965,3.3e+07,2
Sheila Kelley,322600,5e+06,1
Maika Monroe,14995901,7e+06,2
Heather Sossaman,63074640,2e+06,2
Matthew Bohrer,63074640,2e+06,2
Courtney Halverson,63074640,2e+06,2
Kate Upton,83906114,4e+07,1
Sullivan Stapleton,106369117,1.1e+08,1
Kelly Reilly,91443253,1.2e+07,1
Damon Wayans Jr.,82389560,1.7e+07,1
Rob Riggle,254805580,8.7e+07,3
Mark Cirillo,0,0,0
Scott Sell,0,0,0
David Alanson Bradberry,0,0,0
Nobuyuki Katsube,0,0,0
Kanako Higashi,0,0,0
Grace Gummer,2428883,1.6e+07,1
Sheila Vand,0,0,0
Arash Marandi,0,0,0
Marshall Manesh,0,0,0
Richard Nixon,0,0,0
Stuart Herrington,0,0,0
Adriana Barraza,1873547,7e+06,1
David Harbour,25977365,2.8e+07,1
Barbara Epstein,0,0,0
Isaiah Berlin,0,0,0
Allen Iverson,0,0,0
Tom Brokaw,0,0,0
Larry Brown,0,0,0
Tom Bower,9134,4e+06,1
Aasif Mandvi,36447959,2.5e+07,1
Hynden Walch,0,0,0
Kathryn Hahn,8211551,1.3e+07,2
Pierce Gagnon,3588432,6e+06,1
Zach Callison,0,0,0
Ed Oxenbould,198970106,6.1e+07,3
Jena Sims,2445646,5e+06,1
Olivia Cooke,15239888,8200000,2
Beau Knapp,0,0,0
Ward Horton,84263837,6500000,1
Annabelle Wallis,84263837,6500000,1
Nelsan Ellis,30513940,3e+07,1
Elizabeth Armstrong,0,0,0
Richard Arum,0,0,0
Jamshed Bharucha,0,0,0
David Thorpe,0,0,0
George Takei,0,0,0
Tim Gunn,0,0,0
Iain De Caestecker,86564,4e+06,2
Matt Smith,86564,4e+06,2
Louis Black,0,0,0
Nina Arianda,0,0,0
Adolfo Mendez-Nouel,0,0,0
Kevin Hoffman,0,0,0
Jack Kilmer,0,0,0
Roberto Aguire,0,0,0
Leanne Benjamin,0,0,0
Kausikan Rajeshkumar,0,0,0
Jo Shapcott,0,0,0
Jason Dohring,3319109,6e+06,1
Jessica Szohr,0,0,0
Johnny Flynn,40400,1.2e+07,2
Lola Kirke,20200,6e+06,1
Beau Mirchoff,0,0,0
Giancarlo Esposito,0,0,0
Whit Baldwin,0,0,0
Vanessa Wasche,0,0,0
Misha Gabriel Hamilton,14897580,4.5e+07,1
Maggie Smith,37083088,1.5e+07,2
Juliana Harkavy,0,0,0
Joshua Mikel,0,0,0
Hank Stone,0,0,0
Arielle Holmes,0,0,0
Caleb Landry Jones,0,0,0
Buddy Duress,0,0,0
Frederick Singer,0,0,0
Naomi Oreskes,0,0,0
Jamy Ian Swiss,0,0,0
Julia Ann,0,0,0
Bridgette B.,0,0,0
Kelly Divine,0,0,0
Sharon Omi,0,0,0
Teddy Chen Culver,0,0,0
Nicole Sullivan,0,0,0
Kevin Hart,402775371,124500000,5
Jessica Brown Findlay,5795970,1e+08,2
Craig Butta,0,0,0
Maria Cantillo,0,0,0
Jay Reinke,0,0,0
Keegan Edwards,0,0,0
Jenny Slate,0,0,0
Jake Lacy,0,0,0
Craig Roberts,0,0,0
Carlson Young,0,0,0
Kim Bodnia,3093491,5e+06,1
Dimitri Leonidas,3093491,5e+06,1
Kayla Servi,0,0,0
Gavin Andresen,0,0,0
Brian Armstrong,0,0,0
Margaux Avedisian,0,0,0
Diogo Morgado,59696176,2.2e+07,1
Amber Rose Revah,59696176,2.2e+07,1
Greg Hicks,59696176,2.2e+07,1
Ava Carpinello,0,0,0
James Carpinello,0,0,0
Jamie Berard,200480,2e+06,2
Bryan Bonahoom,200480,2e+06,2
Teo Halm,38916903,1.3e+07,1
Reese Hartwig,38916903,1.3e+07,1
Alyssa Jewell,0,0,0
Andrew Jewell,0,0,0
Elizabeth Jewell,0,0,0
Shane Harper,60753735,2e+06,1
David A.R. White,60753735,2e+06,1
Josh Wiggins,42652003,2e+07,1
Ben Vereen,0,0,0
Frank Adamski,0,0,0
Ofren Arrechaga,0,0,0
Ed Bankston,0,0,0
James Randi,0,0,0
Deyvi Peña,0,0,0
Penn Jillette,0,0,0
Alison Tyler,0,0,0
Missy Martinez,0,0,0
Summer Brielle,0,0,0
Gaia Weiss,18821279,7e+07,1
Taissa Farmiga,49953,2500000,1
Gethin Anthony,0,0,0
Frederikke Dahl Hansen,0,0,0
Sebastian Armesto,0,0,0
Earl Lynn Nelson,0,0,0
Paul Eenhoorn,0,0,0
Daníel Gylfason,0,0,0
Patricia Wright,0,0,0
Hantanirina Rasamimanana,0,0,0
Lance Armstrong,0,0,0
Reed Albergotti,0,0,0
Betsy Andreu,0,0,0
Jonathan Pryce,0,0,0
Morgan Saylor,0,0,0
Noah Silver,0,0,0
Cameron Monaghan,0,0,0
Josh Kelly,0,0,0
Cassi Thomson,13998282,1.6e+07,1
Dan Cohen,150200,6e+05,1
Louise Dueno,150200,6e+05,1
Nell Hardie,150200,6e+05,1
Rosa Salazar,0,0,0
Gugu Mbatha-Raw,14612840,7e+06,1
Nate Parker,14612840,7e+06,1
Charlie Balasavage,0,0,0
Joanne Balasavage,0,0,0
Justin Bodnar,0,0,0
Patrick Lawrie,0,0,0
Emilia Ares Zoryan,0,0,0
Celia K. Milius,0,0,0
Michele Simon,0,0,0
Katie Couric,0,0,0
Liv Corfixen,0,0,0
Nicolas Winding Refn,0,0,0
Robert Homer Mollohan,0,0,0
Lisa Bonet,0,0,0
Jeremy Jordan,0,0,0
Tamara Mintz,0,0,0
Mrs. Braconi,0,0,0
Fab 5 Freddy,0,0,0
Jason O'Mara,0,0,0
Stuart Allan,0,0,0
Thomas Gibson,0,0,0
Madison Wolfe,0,0,0
Pablo Schreiber,0,0,0
James Buckley,2753312,6500000,1
Denis O'Hare,2753312,6500000,1
Christopher Lambert,14616,1.2e+07,1
Tony Jaa,324,1.8e+07,2
Nick Thune,0,0,0
Al Alcorn,0,0,0
Peter Armstrong,0,0,0
Mitt Romney,0,0,0
Candy Crowley,0,0,0
Eric Draper,0,0,0
Ghita Nørby,0,0,0
Viilbjørk Malling Agger,0,0,0
Boris Kodjoe,17382982,5e+06,1
John Newberg,17382982,5e+06,1
Glen Campbell,0,0,0
Kim Campbell,0,0,0
Ronald Petersen,0,0,0
Sam Claflin,8496112,2e+05,1
Zoey Deutch,7791146,3e+07,1
Lucy Fry,7791146,3e+07,1
Danila Kozlovsky,7791146,3e+07,1
Jason Clarke,132979175,2.1e+08,2
Ryan Jones,0,0,0
Nathan Varnson,0,0,0
Colm O'Leary,0,0,0
Joyce Carpati,0,0,0
Ari Cohen,0,0,0
Lynn Dell,0,0,0
Sarah Drew,10429707,5e+06,1
Patricia Heaton,10429707,5e+06,1
Patrick Brice,0,0,0
Alexander Karim,0,0,0
Cody Horn,0,0,0
Ross Nathan,0,0,0
Sam Pancake,0,0,0
Ben Begley,0,0,0
Andrew Jacobs,32453345,5e+06,1
Jorge Diaz,32453345,5e+06,1
Gabrielle Walsh,32453345,5e+06,1
Dinesh D'Souza,0,0,0
Barack Obama,0,0,0
Josh Bonzie,0,0,0
Ken Kirzinger,0,0,0
Jesse Hutch,0,0,0
Benjamin Hollingsworth,0,0,0
Donald Rumsfeld,0,0,0
Errol Morris,0,0,0
Andrew Beckham,0,0,0
Jeanette Branch,0,0,0
Julian Walker,0,0,0
Kevin Allesee,0,0,0
Robert De Niro Sr.,0,0,0
Drena De Niro,0,0,0
Nicholas Braun,0,0,0
Hunter Cope,0,0,0
Dakota Johnson,62563543,5.3e+07,1
Max Ryan,0,0,0
Ella Purnell,0,0,0
Diane Farr,0,0,0
Dominik García-Lorido,0,0,0
Steve Albini,0,0,0
Todd Brashear,0,0,0
Lina Esco,0,0,0
Doris Roberts,0,0,0
Greg Germann,0,0,0
Lex Medlin,0,0,0
Ryan Piers Williams,0,0,0
Jon Paul Phillips,0,0,0
Sterling Jerins,15155772,1.8e+07,1
Wrenn Schmidt,0,0,0
Aaron Staton,0,0,0
Rachel Melvin,0,0,0
Cortney Palm,0,0,0
Lexi Atkins,0,0,0
Alan Powell,0,0,0
Ali Faulkner,0,0,0
Caitlin Nicol-Thomas,0,0,0
Donté Bonner,0,0,0
Gérard Depardieu,0,0,0
Marie Mouté,0,0,0
Kevin Durand,0,0,0
Steve Agee,0,0,0
Lonnie David Franklin Jr.,0,0,0
James Rolfe,0,0,0
Sarah Glendening,0,0,0
Randy Harrison,0,0,0
Dan Harmon,0,0,0
Jeff Bryan Davis,0,0,0
Erin McGathy,0,0,0
Maureen Anderman,0,0,0
Stephen Lee Anderson,0,0,0
Marisa Coughlan,0,0,0
Jaco Muller,0,0,0
Annabel Linder,0,0,0
Krisztianna Ortiz,0,0,0
Joel Ortiz Jr.,0,0,0
Niki Bonjoukian,0,0,0
Nick Kroll,0,0,0
Camille Balsamo,0,0,0
Matt Winston,0,0,0
Orson Welles,15528,813505,1
Simon Callow,15528,813505,1
Christopher Welles,15528,813505,1
Stephen Plunkett,0,0,0
Lucy Owen,0,0,0
Brian Bloom,0,0,0
John Eric Bentley,0,0,0
Laila Ali,8691,4500000,1
Callan Mulvey,0,0,0
Lucas Hedges,219438,8500000,1
Mélanie Thierry,219438,8500000,1
Marie Avgeropoulos,0,0,0
Adam Rayner,0,0,0
Rose Leslie,27365258,9.1e+07,2
Harry Treadaway,9168,1e+06,1
Ben Huber,9168,1e+06,1
Chris Coy,0,0,0
Michael J. Willett,0,0,0
Paul Iacono,0,0,0
Sasha Pieterse,0,0,0
Kelly Stables,0,0,0
Vicki Lewis,0,0,0
Kristoffer Polaha,1660420,1e+07,2
Rob Morrow,1660420,1e+07,2
Callan McAuliffe,0,0,0
Kymberli Bryant,0,0,0
Jimmy Kimmel,0,0,0
Sardo Mejia,0,0,0
Logan Huffman,0,0,0
Nathalia Ramos,0,0,0
David Bernstein,0,0,0
Mary Dimino,0,0,0
Ashley Flanagan,0,0,0
Allison Miller,15818967,7e+06,1
Sam Anderson,15818967,7e+06,1
Clark Terry,0,0,0
Justin Kauflin,0,0,0
Quincy Jones,0,0,0
Abraham Benrubi,0,0,0
Muhammad Ali Jnr,0,0,0
Hana Ali,0,0,0
Shakti Shannon,0,0,0
Sierra Fisk,0,0,0
Richard Handley,0,0,0
Tig Notaro,0,0,0
Joyful Drake,0,0,0
Glenn Jacobs,0,0,0
Danielle Harris,0,0,0
Katharine Isabelle,0,0,0
Natalia Bonifacci,0,0,0
Luke Cook,0,0,0
Corby Griesenbeck,0,0,0
Simon Helberg,0,0,0
Currie Graham,0,0,0
Lucy Punch,0,0,0
Haley Lu Richardson,0,0,0
Patrick Moote,0,0,0
Axel Braun,0,0,0
Jonah Falcon,0,0,0
Tom Everett Scott,0,0,0
Adam Gregory,0,0,0
Timothy S. Shoemaker,0,0,0
Michael Todd Behrens,0,0,0
Alycia Debnam-Carey,4239,7e+06,1
Adelaide Kane,4239,7e+06,1
Addison Timlin,0,0,0
Veronica Cartwright,0,0,0
James Frecheville,0,0,0
Gil Bellows,0,0,0
William Devane,1063723,1e+07,1
Zak Penn,0,0,0
Joe Lewandowski,0,0,0
Robert Rentschler,0,0,0
Ayako Fujitani,0,0,0
Pepe Serna,0,0,0
Kazuki Kitamura,0,0,0
Brittany Allen,0,0,0
Jesse Moss,0,0,0
Adam Green,0,0,0
Will Barratt,0,0,0
Brooke Bloom,0,0,0
Marc Menchaca,0,0,0
Dennis Boutsikaris,0,0,0
Joe Cappelletti,0,0,0
Samuel Hery,0,0,0
Peter Oldring,0,0,0
Caroline Barry,14616,1.2e+07,1
Kelly LeBrock,14616,1.2e+07,1
Matthew Albrecht,0,0,0
Phillip Albrecht,0,0,0
Whit Albrecht,0,0,0
Ravi Patel,0,0,0
Geeta Patel,0,0,0
Champa V. Patel,0,0,0
Harry Lloyd,0,0,0
Frank Cuervo,0,0,0
Pixie Davies,0,0,0
Alejandro Furth,0,0,0
Mac McDonald,0,0,0
Kerry Shale,0,0,0
Chris Lowell,0,0,0
Rose McIver,0,0,0
Shaun Sipos,0,0,0
Bryan Dechart,0,0,0
Giancarlo Giannini,0,0,0
Alphonso McAuley,0,0,0
Winter Ave Zoli,0,0,0
Brad Takei,0,0,0
Walter Koenig,0,0,0
Bonnie Raines,0,0,0
John Raines,0,0,0
Bob Williamson,0,0,0
Leland Orser,0,0,0
Andrew Pastides,0,0,0
Mahira Kakkar,0,0,0
Brian Sloan,0,0,0
Robert Longstreet,0,0,0
Mark Boone Junior,0,0,0
Martin Starr,0,0,0
Dina Shihabi,0,0,0
Paul Wesley,0,0,0
Peter Laird,0,0,0
Kevin Eastman,0,0,0
Mark Askwith,0,0,0
Kate French,0,0,0
Steve Hanks,0,0,0
Luke Kleintank,42652003,2e+07,1
Alex McKenna,0,0,0
Anthony Rey,0,0,0
Elisa Lasowski,0,0,0
Mark Caven,0,0,0
Chris Anderson,0,0,0
Bruce Bradshaw,0,0,0
Craig Broady,0,0,0
Ruby Makkena,0,0,0
Keira Edgett,0,0,0
Nellie Speckman,0,0,0
Schnitrnunt Busarakamwong,0,0,0
Grace Huang,0,0,0
Rachelle Lefevre,0,0,0
Caitlyn Folley,0,0,0
Ian Duncan,0,0,0
Diana García,0,0,0
Thomas Stroppel,0,0,0
Artie Ahr,0,0,0
Amber Marie Bollinger,0,0,0
Brandy Schaefer,0,0,0
Zack Andrews,0,0,0
Bobby Roe,0,0,0
Lorenza Izzo,7220674,8500000,2
Glen Powell,0,0,0
Mosab Hassan Yousef,0,0,0
Gonen Ben Yitzhak,0,0,0
Sheikh Hassan Yousef,0,0,0
Kriss Schludermann,0,0,0
Tom Fletcher,0,0,0
Wiley Wiggins,0,0,0
Fred Melamed,0,0,0
Gabriel Iglesias,0,0,0
Gina Brillon,0,0,0
Eugene Simon,0,0,0
Torsten Voges,0,0,0
Jonathan Banks,0,0,0
Fiona Dourif,0,0,0
Felisha Terrell,0,0,0
Lauren Cohan,0,0,0
Matt LeBlanc,0,0,0
Dawn Olivieri,0,0,0
Desiree Hall,0,0,0
Samantha Colburn,0,0,0
Eddie Ritchard,0,0,0
Anna Camp,0,0,0
Evan Peters,25799043,3300000,1
Heather Bohlmann,0,0,0
J. Mathew Butler,0,0,0
Eric Fleming,0,0,0
Willa Cuthrell,0,0,0
Dylan Postl,0,0,0
Stephanie Bennett,0,0,0
Andrew Dunbar,0,0,0
Sophia Grace Brownlee,0,0,0
Rosie McClelland,0,0,0
Jacqui Achilleas,0,0,0
Julian Shatkin,0,0,0
Olga Merediz,0,0,0
RJ Cyler,6743776,8e+06,1
Mark Rylance,72306065,4e+07,1
Jakob Salvati,6420319,2e+07,1
David Henrie,6420319,2e+07,1
Ramiro Rodriguez,44469602,1.7e+07,1
Charlotte Le Bon,10137502,3.5e+07,1
Guillaume Baillargeon,10137502,3.5e+07,1
Alicia Vikander,45434443,7.5e+07,1
Corey Stoll,180191634,1.3e+08,1
Grace Chin,0,0,0
Jimmy Chin,0,0,0
Julia Pott,0,0,0
Winona Mae,0,0,0
Sara Cushman,0,0,0
Daisy Ridley,936627416,2.45e+08,1
John Boyega,936627416,2.45e+08,1
Rebecca Ferguson,195000874,1.5e+08,1
Kitana Kiki Rodriguez,0,0,0
Mya Taylor,0,0,0
Karren Karagulian,0,0,0
Oona Laurence,52418902,3e+07,1
Tim Nailer Foley,0,0,0
José Manuel 'El Doctor' Mireles,0,0,0
Enrique Peña Nieto,0,0,0
O'Shea Jackson Jr.,161029270,2.8e+07,1
Corey Hawkins,161029270,2.8e+07,1
Jason Mitchell,161029270,2.8e+07,1
Matthew Shear,0,0,0
Abraham Attah,83861,6e+06,1
Emmanuel Affadzi,83861,6e+06,1
Ricky Adelayitor,83861,6e+06,1
Tessa Thompson,109712885,3.5e+07,1
Dev Patel,31569268,4.9e+07,1
Lily James,201148159,9.5e+07,1
Richard Madden,201148159,9.5e+07,1
Bel Powley,1477002,2e+06,1
Maleah Nipay-Padilla,0,0,0
Aaron Burckhard,0,0,0
Chad Channing,0,0,0
Don Cobain,0,0,0
Michiel Huisman,42478175,2.5e+07,1
Tom Kenny,162495848,7.4e+07,1
Bill Fagerbakke,162495848,7.4e+07,1
Noah Schnapp,130174897,9.9e+07,1
Bill Melendez,130174897,9.9e+07,1
Hadley Belle Miller,130174897,9.9e+07,1
Ang Phula Sherpa,43247140,5.5e+07,1
Thomas M. Wright,43247140,5.5e+07,1
Jim Parsons,177343675,1.35e+08,1
Emilia Clarke,89732035,1.55e+08,1
Natalie Martinez,12276810,2.6e+07,1
Olivia Luccardi,14673301,2e+06,1
Skyler Gisondo,58879132,3.1e+07,1
Stokely Carmichael,0,0,0
Imogene Wolodarsky,1428647,6700000,1
Adam Devine,0,0,0
Shameik Moore,17474107,7e+06,1
Tony Revolori,17474107,7e+06,1
Kiersey Clemons,17474107,7e+06,1
Jesica Ahlberg,85884815,9e+07,1
Amy Schumer,110008260,3.5e+07,1
Elijah Kelley,0,0,0
Logan Miller,3635292,1.5e+07,1
Joey Morgan,3635292,1.5e+07,1
Bob Belleville,0,0,0
Chrisann Brennan,0,0,0
Nolan Bushnell,0,0,0
Olivia DeJonge,65069140,5e+06,1
Deanna Dunagan,65069140,5e+06,1
Bob Odenkirk,0,0,0
Levi Miller,34964818,1.5e+08,1
Gore Vidal,891997,1e+06,1
Dylan Minnette,80021740,5.8e+07,1
Odeya Rush,80021740,5.8e+07,1
Cara Delevingne,31990064,1.2e+07,1
Austin Abrams,31990064,1.2e+07,1
Stefanie Scott,54229259,1.5e+07,2
Angus Sampson,52200504,1e+07,1
Hannah Ware,22464430,3.5e+07,1
Carlos PenaVega,0,0,0
Parker Sawyers,0,0,0
Bashar Rahal,0,0,0
Tamara Taylor,0,0,0
Michael Nardelli,0,0,0
Allegra Masters,0,0,0
Molly Jackson,0,0,0
Evander Holyfield,0,0,0
Bernard Hopkins,0,0,0
Tab Hunter,0,0,0
Natalie Wood,0,0,0
Katherine Waterston,0,0,0
Bhagavan Angulo,0,0,0
Govinda Angulo,0,0,0
Jagadisa Angulo,0,0,0
Linda Emond,0,0,0
Jillian Bell,43035725,2.5e+07,1
Peter Lucas,0,0,0
Matt Bomer,66009973,14800000,1
Troy Baker,0,0,0
Dee Bradley Baker,0,0,0
Emily Ratajkowski,3590010,2e+06,1
Ben Rosenfield,0,0,0
Lindsay Burdge,0,0,0
Jonny Beauchamp,186354,13500000,1
Bella Thorne,34017854,8500000,1
Robbie Amell,34017854,8500000,1
Alex Ashbaugh,0,0,0
Dale Pavinski,0,0,0
Lili Mirojnick,0,0,0
Steve Auerbach,0,0,0
Adam Caslow,0,0,0
Alan M. Dershowitz,0,0,0
Sebastián Silva,0,0,0
Tunde Adebimpe,0,0,0
Aaron Burns,7186670,6e+06,1
James Freedson-Jackson,0,0,0
Hays Wellford,0,0,0
Rebekah Tripp,0,0,0
Jon Briddell,0,0,0
Robert Daniel Sloan,27736779,1e+07,1
Meghan Ory,0,0,0
Jorge Garcia,0,0,0
Léa Seydoux,200074175,2.45e+08,1
Morgan Peter Brown,0,0,0
Teyonah Parris,0,0,0
Ana de Armas,34004,2500000,1
Robin Weigert,0,0,0
Malala Yousafzai,0,0,0
Ziauddin Yousafzai,0,0,0
Toor Pekai Yousafzai,0,0,0
Teresa Clovicko,0,0,0
Audrey Copper,0,0,0
Katie Cotton,0,0,0
Kennedi Clements,47415690,3.5e+07,1
Jacob York,0,0,0
Chris Salvatore,0,0,0
Eden-Marie Abramowicz,0,0,0
Charles Babinski,0,0,0
Charlie Habegger,0,0,0
Nicolas Christin,0,0,0
Joshua L. Dratel,0,0,0
Kevin Connolly,32361416,3e+07,1
Jerry Ferrara,32361416,3e+07,1
Jared Breeze,0,0,0
Dave Franco,10214013,3.5e+07,1
Pierson Fode,0,0,0
Matthew Daddario,0,0,0
Paul Shaffer,0,0,0
Ana Mulvoy-Ten,0,0,0
Hudson Meek,4700361,5e+06,1
Cat Power,0,0,0
Janis Joplin,0,0,0
Karleen Bennett,0,0,0
Howie Dorough,0,0,0
Brian Littrell,0,0,0
Gregg Turkington,0,0,0
Tamzin Merchant,0,0,0
Adrienne Barbeau,0,0,0
Hunter Smit,0,0,0
Cameron Easton,0,0,0
Wei Tang,7097125,7e+07,1
Freya Adams,0,0,0
Rya Kihlstedt,0,0,0
Sharon Maughan,0,0,0
James Roday,0,0,0
Peggy Guggenheim,498428,1100000,1
Dore Ashton,498428,1100000,1
Ben Mendelsohn,0,0,0
Yvonne Landry,0,0,0
Caleb Castille,14393862,1.3e+07,1
Jasmine Trinca,10640645,4e+07,1
Jessica Williams,0,0,0
Martin Palmer,0,0,0
Josh Charles,57678,495000,1
Skylar Gaertner,57678,495000,1
Chris J. Murray,18247445,1e+07,1
Brit Shaw,18247445,1e+07,1
Ivy George,18247445,1e+07,1
Madeleine Stack,0,0,0
Sandrine Holt,0,0,0
Layla Alizada,0,0,0
Navid Negahban,0,0,0
Alexia Pearl,0,0,0
Tina Ivlev,0,0,0
Richard Tyson,0,0,0
Bianca Malinowski,0,0,0
Raymond L. Brown Jr.,0,0,0
Jenny Gulley,0,0,0
Leem Lubany,2982281,1.5e+07,1
Raini Rodriguez,71038190,3e+07,1
Kate Greenhouse,0,0,0
Sophia Anne Caruso,0,0,0
Malcolm Barrett,0,0,0
Irene Bedard,0,0,0
Dakota Brown,0,0,0
Cat Clifford,0,0,0
Paul D'Angelo,0,0,0
Mitch Stinson,0,0,0
Lyndsy Fonseca,0,0,0
Michael Doneger,0,0,0
Tommy Dewey,0,0,0
Pedro Pascal,0,0,0
Max Rose,0,0,0
Chloe Perrin,0,0,0
Siegfried Peters,0,0,0
Stephen Michael Joseph,0,0,0
Elise Robson,0,0,0
Quinn McColgan,0,0,0
Louise Bourgoin,0,0,0
Dave Bautista,0,0,0
Andy Dick,0,0,0
Chris Marquette,0,0,0
Caitlin Keats,0,0,0
Reese Mishler,22757819,1e+05,1
Pfeifer Brown,22757819,1e+05,1
Ryan Shoos,22757819,1e+05,1
Bill Billions,0,0,0
Daniel Roebuck,0,0,0
Sarah Scott,0,0,0
August Emerson,0,0,0
Brandon Auret,0,0,0
Natalie Becker,0,0,0
Emmanuel Castis,0,0,0
Hiroyuki Watanabe,0,0,0
Laura Cepeda,0,0,0
Harry Hains,0,0,0
Michael Redford Carney,0,0,0
Nicholas McDonald,0,0,0
Bruce Payne,0,0,0
Roger Cross,0,0,0
Olivia Taylor Dudley,1712111,8495000,1
Kevin Chapman,0,0,0
Matthias Schoenaerts,0,0,0
Roger Craig Smith,0,0,0
Jonathan Good,0,0,0
Daniel Cudmore,0,0,0
Veronica Sixtos,0,0,0
Julio Cedillo,0,0,0
Roberto Urbina,0,0,0
Ben Masters,0,0,0
Jonny Fitzsimons,0,0,0
Thomas Glover,0,0,0
Olivia Rose Keegan,0,0,0
Cobie Smulders,0,0,0
Angela Arnold,0,0,0
Erica Ball,0,0,0
Rhon G. Flatts,0,0,0
Jessica Cook,0,0,0
Randy Orton,0,0,0
Wes Studi,0,0,0
Michael Dudikoff,0,0,0
Rick Fox,0,0,0
Barry Crimmins,0,0,0
Jack Gallagher,0,0,0
Martin Olson,0,0,0
David DeSanctis,0,0,0
McKaley Miller,0,0,0
Isabelle Huppert,161789,1.1e+07,1
Laura Ashley Samuels,0,0,0
Joe Adler,0,0,0
Aubrey Peeples,2028755,5e+06,1
Aurora Perrineau,2028755,5e+06,1
Mark Margolis,0,0,0
